Deployment_Type,Version_Control_Method,Model_Size_MB,Compression_Method,Performance_Score,Latency_ms
Edge,Git,91,Distillation,0.293209161,60
Edge,Mercurial,68,Quantization,0.350974784,70
Cloud,Mercurial,86,None,0.970859851,7
Cloud,Mercurial,74,None,0.067561815,73
Edge,Git,7,Quantization,0.786904356,98
Edge,Mercurial,70,Quantization,0.089396956,76
Edge,Mercurial,23,Distillation,0.481221089,57
Cloud,Git,3,Pruning,0.105445687,5
Edge,SVN,23,None,0.570894046,59
Edge,Mercurial,1,Distillation,0.046402109,29
Cloud,Git,82,Distillation,0.72593327,66
Cloud,SVN,99,None,0.165811164,37
Edge,Mercurial,61,None,0.91117538,96
Cloud,Git,58,Pruning,0.413142125,30
Cloud,Git,11,Pruning,0.013153039,93
Edge,Mercurial,6,Quantization,0.611653776,1
Cloud,Git,80,None,0.749302831,20
Cloud,Mercurial,70,Pruning,0.940237413,92
Cloud,SVN,58,Quantization,0.999717038,49
Edge,Mercurial,69,Distillation,0.817044925,60
Edge,Mercurial,44,Quantization,0.550068632,90
Cloud,Mercurial,13,Quantization,0.514307491,29
Edge,SVN,81,Pruning,0.153083244,18
Cloud,SVN,38,Quantization,0.195906173,26
Edge,SVN,52,Distillation,0.415474911,76
Edge,Git,2,Quantization,0.472279168,33
Edge,Git,41,Pruning,0.98227158,66
Cloud,SVN,3,None,0.178447309,61
Cloud,Git,19,Pruning,0.427582483,81
Cloud,SVN,51,None,0.694275517,58
Cloud,SVN,1,Pruning,0.472206498,61
Cloud,SVN,22,None,0.100437453,79
Edge,Git,8,Quantization,0.591319551,24
Edge,Git,34,None,0.548002815,54
Cloud,SVN,90,None,0.603126774,30
Cloud,Mercurial,55,None,0.816726937,81
Cloud,Git,88,Distillation,0.599378934,97
Cloud,Mercurial,63,Quantization,0.366186665,76
Edge,Git,22,Distillation,0.136714998,62
Cloud,SVN,43,Quantization,0.977094741,80
Cloud,Git,64,Pruning,0.219391851,48
Cloud,Git,25,Quantization,0.570155946,33
Edge,SVN,51,Pruning,0.102268099,20
Edge,Git,23,Pruning,0.709348387,46
Edge,Git,37,Quantization,0.716619847,86
Cloud,Mercurial,56,Quantization,0.167721317,21
Cloud,Git,22,Pruning,0.405565828,43
Cloud,Git,68,Quantization,0.915803494,47
Cloud,Git,45,Pruning,0.617324151,80
Edge,Mercurial,64,Pruning,0.481310885,86
Edge,SVN,30,Quantization,0.423737032,99
Cloud,SVN,48,Quantization,0.262665242,97
Cloud,Mercurial,14,Pruning,0.368724472,35
Cloud,SVN,81,Pruning,0.4702635,92
Cloud,Mercurial,52,Distillation,0.686400033,14
Edge,SVN,86,Pruning,0.462555089,39
Cloud,Git,11,Pruning,0.867455102,47
Cloud,Git,3,Distillation,0.177964202,43
Cloud,Git,79,Pruning,0.581287153,60
Cloud,SVN,72,Distillation,0.191842437,29
Edge,Mercurial,3,Quantization,0.365406411,68
Edge,Git,13,Distillation,0.492782625,91
Cloud,SVN,97,None,0.456173092,11
Cloud,Mercurial,61,None,0.476248022,17
Edge,Git,66,Quantization,0.982579193,91
Edge,Git,45,None,0.731723974,7
Edge,SVN,85,Distillation,0.86216183,37
Cloud,Mercurial,31,Distillation,0.335133429,39
Cloud,Mercurial,31,Distillation,0.887324761,52
Cloud,Mercurial,98,Distillation,0.320518371,80
Edge,SVN,31,Distillation,0.654780425,40
Edge,SVN,16,Distillation,0.046180062,59
Edge,Git,91,Pruning,0.669104978,30
Cloud,Mercurial,83,Distillation,0.355160668,34
Cloud,SVN,15,None,0.00132763,99
Edge,Mercurial,86,Pruning,0.18614141,56
Edge,SVN,59,Quantization,0.251890836,36
Cloud,SVN,59,Pruning,0.228483948,47
Edge,Git,7,Pruning,0.085184811,32
Edge,Git,27,Distillation,0.763236617,98
Edge,SVN,94,None,0.820989109,35
Cloud,SVN,48,Pruning,0.724999048,23
Edge,Mercurial,61,None,0.203711744,9
Edge,SVN,35,None,0.961549402,30
Edge,Git,84,Distillation,0.731368108,23
Edge,SVN,92,Pruning,0.961864266,50
Cloud,Mercurial,96,Quantization,0.690721202,38
Edge,SVN,39,None,0.777938274,98
Cloud,Git,51,Quantization,0.701519446,56
Cloud,Mercurial,50,Distillation,0.302432473,26
Cloud,Mercurial,75,Quantization,0.088638268,23
Edge,Mercurial,97,Distillation,0.747582524,66
Edge,SVN,8,Quantization,0.571188831,45
Edge,SVN,27,Quantization,0.604713336,47
Cloud,SVN,71,None,0.111412952,32
Cloud,Git,13,Quantization,0.606676157,88
Cloud,Git,21,None,0.759445286,37
Cloud,Mercurial,20,Distillation,0.229587555,42
Edge,Git,36,Quantization,0.294934645,87
Cloud,Git,96,Distillation,0.801874758,46
Cloud,Mercurial,88,Pruning,0.88796738,60
Edge,Mercurial,21,None,0.969951569,96
Cloud,SVN,31,Pruning,0.85407321,97
Cloud,Git,42,Pruning,0.741525696,77
Cloud,SVN,43,Distillation,0.41011095,57
Edge,Git,35,Distillation,0.200436495,9
Cloud,Mercurial,56,Pruning,0.708243338,80
Cloud,Mercurial,99,Distillation,0.909050358,98
Cloud,Git,65,Distillation,0.123767572,98
Cloud,Git,21,Quantization,0.40836112,92
Cloud,Mercurial,53,Pruning,0.557641598,39
Cloud,Git,40,Distillation,0.080709474,65
Cloud,Mercurial,3,None,0.27514355,23
Edge,SVN,19,Distillation,0.870620363,88
Cloud,Mercurial,22,None,0.145461874,43
Edge,Git,9,None,0.62728876,7
Edge,Mercurial,20,Pruning,0.667112885,4
Edge,Git,49,Quantization,0.675996691,68
Edge,Mercurial,64,Quantization,0.669833541,12
Edge,Git,40,Quantization,0.244798399,65
Edge,Mercurial,4,Pruning,0.851702656,94
Edge,Git,36,Pruning,0.257446532,82
Edge,Mercurial,4,None,0.857585589,4
Edge,Mercurial,79,Distillation,0.697287273,20
Edge,SVN,61,Distillation,0.094030047,11
Edge,Mercurial,75,Quantization,0.2382018,38
Cloud,Mercurial,54,None,0.534098861,54
Edge,SVN,54,None,0.524355525,98
Cloud,Mercurial,35,Distillation,0.361234658,82
Edge,Mercurial,71,None,0.077377532,49
Edge,SVN,18,Quantization,0.699839867,20
Edge,Git,83,None,0.857397694,84
Edge,SVN,55,Quantization,0.147835353,82
Edge,Git,46,None,0.307093622,47
Cloud,Git,52,None,0.801823708,58
Edge,SVN,21,Pruning,0.254008454,14
Cloud,Git,54,None,0.025705522,69
Edge,Mercurial,68,Distillation,0.251476171,42
Edge,Mercurial,72,Distillation,0.341356389,84
Cloud,Mercurial,94,Distillation,0.668118634,11
Cloud,SVN,17,Quantization,0.756586843,8
Edge,Git,66,Pruning,0.943003057,32
Edge,SVN,70,Quantization,0.720036282,7
Edge,Git,16,None,0.738831097,22
Cloud,SVN,12,None,0.880822747,1
Edge,SVN,43,Distillation,0.198626326,14
Edge,SVN,16,Quantization,0.67741032,18
Edge,Git,25,Pruning,0.598698883,62
Cloud,Mercurial,59,None,0.901636593,9
Cloud,Mercurial,73,Distillation,0.747257754,27
Cloud,Mercurial,92,Quantization,0.362518593,75
Edge,Mercurial,58,Distillation,0.872589324,46
Edge,Mercurial,62,Quantization,0.568427812,57
Edge,Mercurial,38,Quantization,0.902872936,41
Edge,Mercurial,34,Pruning,0.580424495,48
Edge,Git,85,Quantization,0.8001602,47
Edge,Git,29,Pruning,0.452901015,62
Edge,Git,47,None,0.602650827,43
Cloud,Mercurial,22,Quantization,0.687585876,23
Edge,Mercurial,17,Pruning,0.172310368,25
Cloud,Mercurial,64,Pruning,0.998532449,38
Cloud,SVN,15,Pruning,0.668120384,19
Cloud,Git,45,Quantization,0.706371101,8
Cloud,SVN,80,Distillation,0.727571289,86
Edge,Mercurial,33,Quantization,0.895825958,55
Cloud,Git,12,Quantization,0.678702213,12
Cloud,SVN,73,Pruning,0.781518896,40
Edge,Git,7,Pruning,0.501635369,41
Cloud,Git,19,Distillation,0.050004659,44
Edge,Git,55,Pruning,0.616215071,76
Edge,SVN,71,Distillation,0.392970191,22
Edge,SVN,23,Pruning,0.21129173,21
Edge,SVN,11,Distillation,0.954583883,31
Edge,Mercurial,60,None,0.315361989,38
Edge,Mercurial,93,Distillation,0.746500253,63
Edge,Git,21,Quantization,0.327576224,68
Cloud,Mercurial,98,Pruning,0.40149736,85
Cloud,SVN,23,None,0.015541035,59
Cloud,SVN,98,Distillation,0.998494397,73
Edge,SVN,57,Pruning,0.905028024,44
Cloud,Mercurial,98,None,0.073832701,21
Edge,Mercurial,56,Quantization,0.641938688,30
Cloud,SVN,70,None,0.180583978,32
Cloud,Git,74,Quantization,0.363976707,24
Cloud,Mercurial,23,Pruning,0.531929927,16
Cloud,Mercurial,8,Pruning,0.187141804,21
Edge,SVN,20,None,0.680390395,33
Edge,SVN,79,Pruning,0.912211333,6
Edge,SVN,58,Quantization,0.866985103,54
Cloud,SVN,89,Pruning,0.749938856,75
Cloud,SVN,28,Pruning,0.543634367,67
Cloud,Git,89,None,0.458895317,46
Cloud,SVN,34,Pruning,0.312695231,12
Edge,SVN,11,Quantization,0.458296842,75
Cloud,SVN,6,None,0.079905371,62
Edge,Mercurial,22,Quantization,0.832985365,71
Edge,Mercurial,67,Quantization,0.4270444,39
Edge,SVN,12,None,0.310399469,81
Cloud,SVN,78,Distillation,0.134856073,58
Edge,Mercurial,48,None,0.865179322,56
Cloud,Mercurial,54,Distillation,0.613299192,24
Edge,Mercurial,96,Distillation,0.736930003,88
Cloud,Git,15,None,0.168025752,41
Cloud,Mercurial,31,Pruning,0.601687218,52
Edge,SVN,69,None,0.563017851,54
Cloud,SVN,66,Pruning,0.078741312,87
Edge,Git,97,Pruning,0.229538269,77
Edge,SVN,76,Distillation,0.162231393,46
Cloud,Git,15,Pruning,0.898398189,96
Edge,Git,54,None,0.74956444,83
Edge,Mercurial,95,Distillation,0.534041426,75
Edge,SVN,61,Distillation,0.268858025,36
Edge,Mercurial,93,Quantization,0.044175104,33
Edge,Mercurial,44,Quantization,0.81415473,42
Edge,SVN,50,Pruning,0.032878071,24
Edge,SVN,34,Distillation,0.859187731,87
Cloud,Mercurial,58,Distillation,0.355540764,32
Cloud,SVN,97,None,0.912299179,52
Edge,Git,51,Quantization,0.807853229,47
Cloud,Mercurial,93,None,0.357033428,66
Edge,Git,80,Distillation,0.022673767,39
Cloud,SVN,70,Quantization,0.754700996,97
Edge,SVN,21,None,0.765010638,74
Edge,SVN,75,None,0.346954152,55
Cloud,Git,26,Pruning,0.094708605,73
Cloud,Mercurial,49,None,0.881256824,18
Cloud,SVN,69,None,0.424624677,44
Cloud,SVN,96,Distillation,0.485437821,11
Edge,SVN,66,None,0.576597106,11
Edge,SVN,94,Pruning,0.904721853,67
Edge,SVN,67,Quantization,0.225487583,85
Edge,Git,93,Pruning,0.329862245,42
Cloud,Mercurial,20,Quantization,0.586886253,1
Edge,Git,41,None,0.935095807,44
Edge,SVN,44,Quantization,0.831362387,61
Edge,SVN,29,None,0.49871536,1
Cloud,SVN,21,Distillation,0.99447596,40
Cloud,SVN,33,None,0.073295594,89
Cloud,Mercurial,79,None,0.958393916,39
Edge,SVN,2,None,0.955277118,31
Edge,Mercurial,14,Distillation,0.822521497,42
Cloud,Git,91,Pruning,0.583511338,57
Edge,SVN,8,Quantization,0.252402384,12
Cloud,SVN,56,Quantization,0.007660575,75
Edge,SVN,51,Pruning,0.051456225,36
Edge,Git,87,Distillation,0.662373156,77
Cloud,Git,53,Quantization,0.120051108,69
Edge,SVN,5,Distillation,0.929423875,72
Edge,SVN,46,Pruning,0.838517237,16
Edge,Mercurial,34,Quantization,0.298751397,33
Cloud,SVN,29,None,0.751031851,91
Cloud,Mercurial,93,None,0.343629277,64
Edge,Mercurial,3,None,0.510887998,65
Cloud,Mercurial,18,Pruning,0.495433548,62
Cloud,SVN,33,Distillation,0.959996634,91
Edge,Git,49,Quantization,0.152600634,39
Edge,Mercurial,4,Pruning,0.900580164,31
Cloud,Git,64,Pruning,0.676685376,74
Edge,Git,74,Distillation,0.855266889,49
Edge,Git,14,Pruning,0.757428087,38
Cloud,SVN,9,Distillation,0.058409117,30
Edge,Mercurial,52,Pruning,0.321558714,72
Cloud,Git,20,Pruning,0.319718116,17
Cloud,Git,44,None,0.435293252,35
Edge,SVN,29,Distillation,0.164546099,88
Edge,Git,57,Quantization,0.629554896,52
Cloud,SVN,96,Pruning,0.701185981,55
Edge,SVN,3,Pruning,0.335508704,26
Edge,Git,98,Distillation,0.993486858,32
Edge,Git,41,Quantization,0.061583079,56
Cloud,Mercurial,10,Pruning,0.342383064,2
Cloud,Mercurial,52,Distillation,0.341759906,36
Cloud,SVN,94,Distillation,0.08336527,28
Edge,SVN,76,Pruning,0.692391531,94
Cloud,Mercurial,31,None,0.583780953,56
Cloud,SVN,47,Pruning,0.463949424,66
Cloud,SVN,75,Pruning,0.353569391,41
Cloud,Git,69,Pruning,0.574906071,20
Cloud,Mercurial,47,Pruning,0.408422905,61
Cloud,Mercurial,5,Pruning,0.220777195,60
Edge,Git,86,Pruning,0.709055615,20
Cloud,SVN,80,Quantization,0.485599344,39
Edge,SVN,66,None,0.351637863,57
Edge,SVN,22,Quantization,0.559063453,30
Edge,Mercurial,72,Distillation,0.312612599,16
Cloud,SVN,17,Pruning,0.822998185,60
Cloud,Git,63,Quantization,0.65059738,36
Cloud,Mercurial,44,None,0.239584611,28
Edge,Mercurial,23,Quantization,0.344488894,94
Edge,Mercurial,96,None,0.162576068,62
Edge,Mercurial,50,Pruning,0.020876871,15
Cloud,SVN,74,None,0.963639667,90
Edge,SVN,49,None,0.911089374,31
Cloud,Git,90,Pruning,0.769078349,18
Edge,Git,68,None,0.218133238,95
Edge,SVN,96,Pruning,0.838444467,3
Cloud,SVN,20,None,0.69665804,73
Cloud,Mercurial,81,Distillation,0.224688364,90
Edge,Mercurial,98,None,0.817263587,30
Cloud,Mercurial,38,Distillation,0.842692974,85
Cloud,Git,13,Pruning,0.828006396,81
Edge,Git,15,Distillation,0.728436847,74
Edge,SVN,91,Quantization,0.893620787,43
Cloud,Mercurial,39,None,0.264764429,91
Edge,SVN,47,Distillation,0.256235098,7
Edge,SVN,66,Pruning,0.51268574,17
Cloud,SVN,91,Pruning,0.505463407,51
Edge,SVN,47,None,0.349856406,23
Edge,SVN,47,Pruning,0.792951597,68
Edge,Git,33,None,0.009324407,43
Edge,Mercurial,27,Quantization,0.771464975,2
Cloud,SVN,5,Quantization,0.927145663,56
Cloud,Git,58,Distillation,0.75738256,62
Edge,SVN,27,None,0.710355825,65
Cloud,SVN,61,None,0.407281026,40
Edge,Mercurial,96,Pruning,0.640525574,77
Cloud,Git,35,Pruning,0.977151396,48
Edge,Git,33,Quantization,0.608978939,3
Edge,Git,88,Distillation,0.786838383,5
Edge,SVN,98,Pruning,0.913430903,39
Cloud,Git,91,Pruning,0.452817096,44
Edge,SVN,64,Distillation,0.556927924,55
Cloud,SVN,2,Distillation,0.695419584,34
Cloud,Git,95,None,0.461921414,13
Edge,Git,52,Pruning,0.16389494,25
Cloud,Mercurial,10,Pruning,0.751212329,79
Edge,SVN,10,Distillation,0.980176286,88
Edge,Mercurial,12,None,0.757146911,82
Cloud,Git,30,Distillation,0.558230556,65
Cloud,Mercurial,15,Pruning,0.981056651,7
Edge,SVN,63,Pruning,0.843179723,47
Edge,Mercurial,26,None,0.628259279,42
Edge,Mercurial,10,Distillation,0.097425774,35
Cloud,Git,12,Quantization,0.083384708,7
Cloud,Mercurial,48,Quantization,0.698327082,16
Edge,Git,39,Pruning,0.244695606,76
Edge,SVN,95,Quantization,0.285389007,93
Cloud,Git,88,Pruning,0.723170781,37
Cloud,Mercurial,31,Distillation,0.567898651,42
Edge,SVN,50,Distillation,0.094295933,59
Edge,Mercurial,82,Quantization,0.080247349,32
Edge,Mercurial,90,None,0.469320414,69
Edge,Mercurial,33,Distillation,0.40127712,45
Cloud,SVN,4,Quantization,0.636739799,4
Cloud,SVN,51,Distillation,0.856465885,4
Cloud,Mercurial,32,None,0.210595528,55
Cloud,Git,25,Distillation,0.185879722,98
Edge,Mercurial,4,Pruning,0.535558242,53
Cloud,SVN,85,None,0.118198117,76
Edge,SVN,54,Pruning,0.84096613,9
Edge,Mercurial,92,Pruning,0.452144715,90
Edge,SVN,29,Quantization,0.09836013,22
Cloud,Git,20,Distillation,0.105683816,27
Cloud,Git,75,None,0.925335882,57
Edge,Git,59,Quantization,0.039285711,59
Edge,SVN,83,Distillation,0.339453184,87
Edge,Git,17,None,0.607663455,3
Cloud,Git,38,Distillation,0.985777526,74
Cloud,SVN,28,Distillation,0.987048911,37
Edge,Mercurial,24,None,0.573426814,35
Edge,Git,67,Quantization,0.220946862,73
Edge,Git,95,Pruning,0.414478722,6
Cloud,Git,12,None,0.134029991,66
Edge,Git,94,Pruning,0.800502787,54
Cloud,SVN,46,Quantization,0.222156778,23
Edge,Mercurial,76,None,0.846274846,83
Edge,Git,97,Quantization,0.822409335,92
Cloud,Git,6,Quantization,0.596519003,73
Edge,Git,90,Quantization,0.491347027,51
Edge,Git,47,Distillation,0.862093334,79
Edge,Mercurial,35,Quantization,0.722006334,72
Cloud,Mercurial,15,Quantization,0.887968613,58
Edge,SVN,21,Quantization,0.034490223,75
Edge,SVN,40,Quantization,0.312169283,16
Cloud,SVN,85,Distillation,0.925292739,10
Edge,SVN,28,Quantization,0.109721612,15
Cloud,Mercurial,1,Quantization,0.853054836,81
Cloud,Git,66,None,0.94669435,6
Cloud,Mercurial,4,Distillation,0.343558676,4
Cloud,Git,42,Pruning,0.153784758,20
Edge,Mercurial,32,Distillation,0.409374669,20
Cloud,Git,14,Quantization,0.490426978,20
Edge,SVN,82,None,0.150830515,2
Cloud,Git,57,None,0.20207756,95
Cloud,Mercurial,40,Pruning,0.466324863,19
Cloud,SVN,54,None,0.124543302,30
Edge,SVN,78,Pruning,0.369506439,64
Edge,Mercurial,30,Quantization,0.1085493,54
Cloud,SVN,38,Distillation,0.646600249,94
Edge,SVN,49,Distillation,0.177061102,57
Edge,SVN,67,Pruning,0.460769792,11
Cloud,Git,33,Pruning,0.005555073,56
Edge,Git,92,Distillation,0.447755588,86
Cloud,Git,41,None,0.484876053,25
Cloud,Git,38,None,0.43747182,5
Cloud,Git,61,None,0.79456249,77
Cloud,SVN,61,Quantization,0.288420406,67
Cloud,Mercurial,8,None,0.070844984,15
Cloud,SVN,23,Pruning,0.202616523,95
Cloud,Mercurial,42,None,0.43757299,1
Cloud,Mercurial,74,Pruning,0.114130085,58
Cloud,Git,70,Distillation,0.929962733,55
Edge,Git,44,None,0.900797736,82
Edge,SVN,57,Quantization,0.352751704,43
Cloud,Git,36,None,0.01683483,67
Cloud,SVN,20,Distillation,0.588153847,80
Cloud,Git,28,Quantization,0.727654166,90
Edge,SVN,97,None,0.744204367,20
Edge,Mercurial,33,None,0.438316358,88
Cloud,SVN,33,None,0.813949407,85
Cloud,SVN,48,Quantization,0.851636303,94
Edge,Git,39,Pruning,0.405578601,13
Edge,Mercurial,28,Quantization,0.396424542,57
Edge,Git,19,Pruning,0.294503985,28
Edge,SVN,99,None,0.463695792,37
Edge,SVN,6,Quantization,0.375954388,67
Cloud,Git,15,Quantization,0.983616976,69
Edge,Mercurial,77,None,0.984964345,30
Edge,Mercurial,79,Distillation,0.818165537,99
Edge,Mercurial,25,None,0.370490751,37
Cloud,Mercurial,62,Distillation,0.687803409,19
Cloud,Git,38,Distillation,0.53549192,63
Cloud,SVN,8,Quantization,0.455336608,49
Edge,Git,62,Distillation,0.219623157,71
Cloud,SVN,17,Quantization,0.149036336,94
Edge,Git,44,Quantization,0.71250953,4
Cloud,Mercurial,56,Quantization,0.69618377,52
Cloud,SVN,89,Pruning,0.256385671,22
Edge,SVN,57,None,0.647423014,60
Cloud,Mercurial,95,None,0.714879011,58
Cloud,Mercurial,86,None,0.798485167,4
Cloud,Git,6,Quantization,0.63316108,90
Cloud,SVN,67,Quantization,0.858359671,78
Edge,SVN,15,Quantization,0.448234663,24
Cloud,SVN,30,Quantization,0.432341901,25
Cloud,SVN,27,None,0.140400122,16
Cloud,Git,69,Quantization,0.572582516,18
Edge,Mercurial,90,Distillation,0.191707809,43
Edge,SVN,56,None,0.876592701,61
Cloud,Git,23,None,0.69573365,64
Cloud,Git,49,None,0.327404566,76
Edge,SVN,72,Pruning,0.309375576,48
Cloud,Git,92,Pruning,0.926037999,87
Cloud,Mercurial,72,None,0.237103988,16
Edge,Mercurial,87,Distillation,0.045462886,76
Cloud,Mercurial,93,Pruning,0.457576652,59
Cloud,Git,16,Quantization,0.637001607,46
Cloud,Git,21,Quantization,0.670303535,84
Cloud,SVN,9,Distillation,0.441464063,79
Edge,Git,52,Distillation,0.812034747,32
Edge,SVN,96,Distillation,0.018911801,74
Cloud,SVN,13,Quantization,0.350135655,46
Cloud,Git,21,Distillation,0.77210113,91
Cloud,Mercurial,72,Distillation,0.078013087,62
Edge,Git,24,Pruning,0.111130106,18
Cloud,Mercurial,50,None,0.535711222,52
Edge,SVN,36,Pruning,0.425434308,48
Cloud,Mercurial,61,Quantization,0.907380769,42
Edge,SVN,56,Distillation,0.614041213,90
Cloud,Mercurial,40,Pruning,0.72418391,16
Cloud,Git,9,Distillation,0.76928539,33
Edge,SVN,60,None,0.247703559,50
Cloud,Git,69,Distillation,0.27221278,37
Cloud,SVN,16,Pruning,0.372607052,2
Edge,Git,39,Quantization,0.607368157,97
Edge,Git,62,Quantization,0.160002679,35
Cloud,Git,38,Pruning,0.5368021,55
Edge,Mercurial,84,None,0.016766577,99
Edge,SVN,99,Distillation,0.162374693,48
Cloud,Mercurial,4,Pruning,0.903120623,32
Cloud,Git,93,Quantization,0.7132487,10
Cloud,Git,70,Distillation,0.556604238,35
Cloud,Git,95,Distillation,0.264764395,18
Edge,SVN,85,None,0.973951271,23
Cloud,Git,10,Distillation,0.145533133,27
Cloud,Mercurial,91,Quantization,0.923382347,74
Edge,Mercurial,4,Quantization,0.214091286,15
Cloud,SVN,73,Quantization,0.417342663,55
Edge,SVN,43,Distillation,0.676916298,96
Cloud,SVN,90,Distillation,0.869817167,2
Edge,Git,32,None,0.230391142,41
Edge,Mercurial,53,Pruning,0.199523172,18
Edge,Git,3,None,0.134294853,16
Cloud,SVN,7,None,0.407738207,7
Cloud,Git,80,Distillation,0.452110773,44
Edge,Git,63,Quantization,0.916214869,93
Cloud,SVN,65,Quantization,0.370719893,57
Cloud,Git,94,Quantization,0.335704757,1
Edge,Mercurial,53,Quantization,0.159815012,76
Cloud,SVN,80,Distillation,0.83921401,19
Edge,Mercurial,36,Quantization,0.03165512,12
Cloud,Git,34,None,0.903708788,84
Edge,Mercurial,1,Pruning,0.035173219,54
Edge,Mercurial,62,Quantization,0.582126764,85
Cloud,Git,22,None,0.966930713,70
Cloud,SVN,76,None,0.82285814,64
Edge,Mercurial,66,None,0.379995274,77
Edge,SVN,37,None,0.728970189,64
Edge,Git,98,Distillation,0.100387256,70
Cloud,Git,18,Distillation,0.347279569,5
Edge,SVN,74,None,0.476542842,63
Edge,Mercurial,35,Distillation,0.632333743,14
Cloud,Mercurial,32,None,0.457352896,7
Edge,Git,90,Distillation,0.475483644,18
Cloud,Git,36,Pruning,0.728876749,36
Edge,Git,51,Pruning,0.522260327,26
Edge,Mercurial,95,Quantization,0.297044155,41
Edge,Git,9,Quantization,0.722243391,68
Edge,Git,58,Distillation,0.716669336,98
Cloud,Git,66,Pruning,0.169243291,16
Cloud,Mercurial,77,Distillation,0.377185962,52
Edge,Mercurial,53,None,0.783087595,81
Edge,SVN,18,Quantization,0.356187071,14
Cloud,Git,26,Pruning,0.697787858,38
Edge,SVN,12,Distillation,0.602031432,28
Edge,Mercurial,26,Distillation,0.813381866,47
Cloud,Git,85,Pruning,0.225359619,32
Cloud,Mercurial,35,Pruning,0.38601958,48
Cloud,Mercurial,98,Quantization,0.116199989,9
Cloud,Mercurial,97,Quantization,0.418744649,25
Edge,Mercurial,74,Quantization,0.279416953,94
Cloud,Mercurial,45,Quantization,0.907060374,19
Cloud,SVN,38,Pruning,0.936962377,48
Edge,SVN,31,Distillation,0.625230728,58
